scientificName,canonicalName,authorship,family
"Callosciurus baluenss (Bonhote, 1901)",Callosciurus baluenss,"(Bonhote, 1901) ",Sciuridae
"Callosciurus caniceps (Gray, 1842)",Callosciurus caniceps,"(Gray, 1842) ",Sciuridae
"Callosciurus erythraeus (Pallas, 1779)",Callosciurus erythraeus,"(Pallas, 1779) ",Sciuridae
"Callosciurus finlaysonii (Horsfield, 1823)",Callosciurus finlaysonii,"(Horsfield, 1823) ",Sciuridae
"Callosciurus flavimanus (I.Geoffroy, 1831)",Callosciurus flavimanus,"(I.Geoffroy, 1831) ",Sciuridae
"Callosciurus honkhoaiensis Nguyen, Oshida, Dang, Bui & Motokawa, 2018",Callosciurus honkhoaiensis,"Nguyen, Oshida, Dang, Bui & Motokawa, 2018",Sciuridae
"Callosciurus inornatus (Gray, 1867)",Callosciurus inornatus,"(Gray, 1867) ",Sciuridae
"Callosciurus melanogaster (Thomas, 1895)",Callosciurus melanogaster,"(Thomas, 1895) ",Sciuridae
"Callosciurus nigrovittatus (Horsfield, 1823)",Callosciurus nigrovittatus,"(Horsfield, 1823) ",Sciuridae
"Callosciurus notatus (Boddaert, 1785)",Callosciurus notatus,"(Boddaert, 1785) ",Sciuridae
"Callosciurus orestes (Thomas, 1895)",Callosciurus orestes,"(Thomas, 1895) ",Sciuridae
"Callosciurus phayrei (Blyth, 1856)",Callosciurus phayrei,"(Blyth, 1856) ",Sciuridae
"Callosciurus prevostii (Desmarest, 1822)",Callosciurus prevostii,"(Desmarest, 1822) ",Sciuridae
"Callosciurus pygerythrus (I.Geoffroy Saint-Hilaire, 1833)",Callosciurus pygerythrus,"(I.Geoffroy Saint-Hilaire, 1833) ",Sciuridae
"Callosciurus quinquestriatus (Anderson, 1871)",Callosciurus quinquestriatus,"(Anderson, 1871) ",Sciuridae
"Sciurus macclellandi (Horsfield, 1840)",Sciurus macclellandi,"(Horsfield, 1840) ",Sciuridae
"Sciurus pygerythrus (Geoffroy, 1831)",Sciurus pygerythrus,"(Geoffroy, 1831) ",Sciuridae
"Callospermophilus lateralis (Say, 1823)",Callospermophilus lateralis,"(Say, 1823) ",Sciuridae
"Callospermophilus madrensis (Merriam, 1901)",Callospermophilus madrensis,"(Merriam, 1901) ",Sciuridae
"Callospermophilus saturatus (Rhoads, 1895)",Callospermophilus saturatus,"(Rhoads, 1895) ",Sciuridae
"Cedromus savannae Hayes, 2007",Cedromus savannae,"Hayes, 2007",Sciuridae
"Cedromus wardi Wilson, 1949",Cedromus wardi,"Wilson, 1949",Sciuridae
"Cedromus wilsoni Korth & Emry, 1991",Cedromus wilsoni,"Korth & Emry, 1991",Sciuridae
"Comtia bernardi Vianey-Liaud et al., 2014",Comtia bernardi,"Vianey-Liaud et al., 2014",Sciuridae
"Cynomyoides vatis Korth, 1996",Cynomyoides vatis,"Korth, 1996",Sciuridae
"Cynomys grisea Rafinesque, 1817",Cynomys grisea,"Rafinesque, 1817",Sciuridae
"Cynomys gunnisoni (Baird, 1855)",Cynomys gunnisoni,"(Baird, 1855) ",Sciuridae
"Cynomys hibbardi Eshelman, 1975",Cynomys hibbardi,"Eshelman, 1975",Sciuridae
"Cynomys leucurus Merriam, 1890",Cynomys leucurus,"Merriam, 1890",Sciuridae
"Cynomys ludovicianus (Ord, 1815)",Cynomys ludovicianus,"(Ord, 1815) ",Sciuridae
"Cynomys mexicanus Merriam, 1892",Cynomys mexicanus,"Merriam, 1892",Sciuridae
"Cynomys niobrarius Hay, 1921",Cynomys niobrarius,"Hay, 1921",Sciuridae
"Cynomys parvidens J.A.Allen, 1905",Cynomys parvidens,"J.A.Allen, 1905",Sciuridae
"Cynomys sappaensis Goodwin, 1995",Cynomys sappaensis,"Goodwin, 1995",Sciuridae
"Cynomys socialis Rafinesque, 1817",Cynomys socialis,"Rafinesque, 1817",Sciuridae
"Cynomys spenceri Goodwin, 1995",Cynomys spenceri,"Goodwin, 1995",Sciuridae
"Cynomys vetus Hibbbard, 1942",Cynomys vetus,"Hibbbard, 1942",Sciuridae
"Dremomys everetti (Thomas, 1890)",Dremomys everetti,"(Thomas, 1890) ",Sciuridae
"Dremomys gularis Osgood, 1932",Dremomys gularis,"Osgood, 1932",Sciuridae
"Dremomys lokriah (Hodgson, 1836)",Dremomys lokriah,"(Hodgson, 1836) ",Sciuridae
"Dremomys pernyi (Milne-Edwards, 1867)",Dremomys pernyi,"(Milne-Edwards, 1867) ",Sciuridae
"Dremomys pyrrhomerus (Thomas, 1895)",Dremomys pyrrhomerus,"(Thomas, 1895) ",Sciuridae
"Dremomys rufigenis (Blanford, 1878)",Dremomys rufigenis,"(Blanford, 1878) ",Sciuridae
"Drenwmys everetti (Thomas, 1890)",Drenwmys everetti,"(Thomas, 1890) ",Sciuridae
"Eoglaucomys fimbriatus (Gray, 1837)",Eoglaucomys fimbriatus,"(Gray, 1837) ",Sciuridae
"Epixerus ebii (Temminck, 1853)",Epixerus ebii,"(Temminck, 1853) ",Sciuridae
"Eupetaurus cinereus Thomas, 1888",Eupetaurus cinereus,"Thomas, 1888",Sciuridae
"Eupetaurus nivamons Q.LI, Jiang, Jackson & Helgen",Eupetaurus nivamons,"Q.LI, Jiang, Jackson & Helgen",Sciuridae
"Eupetaurus tibetensis Jackson, Helgen, Q.LI & Jiang",Eupetaurus tibetensis,"Jackson, Helgen, Q.LI & Jiang",Sciuridae
"Eutamias ertemtensis Qiu, 1991",Eutamias ertemtensis,"Qiu, 1991",Sciuridae
"Exilisciurus concinnus (Thomas, 1888)",Exilisciurus concinnus,"(Thomas, 1888) ",Sciuridae
"Exilisciurus exilis (Müller, 1838)",Exilisciurus exilis,"(Müller, 1838) ",Sciuridae
"Exilisciurus luncefordi (Taylor, 1934)",Exilisciurus luncefordi,"(Taylor, 1934) ",Sciuridae
"Exilisciurus samaricus (Thomas, 1897)",Exilisciurus samaricus,"(Thomas, 1897) ",Sciuridae
"Exilisciurus surrutilus (Hollister, 1913)",Exilisciurus surrutilus,"(Hollister, 1913) ",Sciuridae
"Exilisciurus whiteheadi (Thomas, 1887)",Exilisciurus whiteheadi,"(Thomas, 1887) ",Sciuridae
"Funambulus layardi (Blyth, 1849)",Funambulus layardi,"(Blyth, 1849) ",Sciuridae
"Funambulus palmarum (Linnaeus, 1766)",Funambulus palmarum,"(Linnaeus, 1766) ",Sciuridae
"Funambulus pennant Wroughton, 1905",Funambulus pennant,"Wroughton, 1905",Sciuridae
"Funambulus pennantii Wroughton, 1905",Funambulus pennantii,"Wroughton, 1905",Sciuridae
"Funambulus sublineatus (Waterhouse, 1838)",Funambulus sublineatus,"(Waterhouse, 1838) ",Sciuridae
"Funambulus trisiriatus (Waterhouse, 1837)",Funambulus trisiriatus,"(Waterhouse, 1837) ",Sciuridae
"Funambulus tristriatus (Waterhouse, 1837)",Funambulus tristriatus,"(Waterhouse, 1837) ",Sciuridae
"Sciurus insignis (Desmarest, 1822)",Sciurus insignis,"(Desmarest, 1822) ",Sciuridae
"Funisciurus anerythrus (Thomas, 1890)",Funisciurus anerythrus,"(Thomas, 1890) ",Sciuridae
"Funisciurus bayonii (Bocage, 1890)",Funisciurus bayonii,"(Bocage, 1890) ",Sciuridae
"Funisciurus carruthersi Thomas, 1906",Funisciurus carruthersi,"Thomas, 1906",Sciuridae
"Funisciurus congicus (Kuhl, 1820)",Funisciurus congicus,"(Kuhl, 1820) ",Sciuridae
"Funisciurus duchaillui Sanborn, 1953",Funisciurus duchaillui,"Sanborn, 1953",Sciuridae
"Funisciurus isabella (Gray, 1862)",Funisciurus isabella,"(Gray, 1862) ",Sciuridae
"Funisciurus lemniscatus (Le Conte, 1857)",Funisciurus lemniscatus,"(Le Conte, 1857) ",Sciuridae
"Funisciurus leucogenys (Waterhouse, 1842)",Funisciurus leucogenys,"(Waterhouse, 1842) ",Sciuridae
"Funisciurus pyrropus (F.Cuvier, 1833)",Funisciurus pyrropus,"(F.Cuvier, 1833) ",Sciuridae
"Funisciurus substriatus de Winton, 1899",Funisciurus substriatus,"de Winton, 1899",Sciuridae
"Glaucomas volans (Linnaeus, 1758)",Glaucomas volans,"(Linnaeus, 1758) ",Sciuridae
"Glaucomys sabrinus (Shaw, 1801)",Glaucomys sabrinus,"(Shaw, 1801) ",Sciuridae
"Glaucomys volans (Linnaeus, 1758)",Glaucomys volans,"(Linnaeus, 1758) ",Sciuridae
"Glyphotes canalvus Moore, 1959",Glyphotes canalvus,"Moore, 1959",Sciuridae
"Glyphotes simus Thomas, 1898",Glyphotes simus,"Thomas, 1898",Sciuridae
"Heliosciurus gambianus (Ogilby, 1835)",Heliosciurus gambianus,"(Ogilby, 1835) ",Sciuridae
"Heliosciurus mutabilis (Peters, 1852)",Heliosciurus mutabilis,"(Peters, 1852) ",Sciuridae
"Heliosciurus punctatus (Temminck, 1853)",Heliosciurus punctatus,"(Temminck, 1853) ",Sciuridae
"Heliosciurus rufobrachium (Waterhouse, 1842)",Heliosciurus rufobrachium,"(Waterhouse, 1842) ",Sciuridae
"Heliosciurus ruwenzorii (Schwann, 1904)",Heliosciurus ruwenzorii,"(Schwann, 1904) ",Sciuridae
"Heliosciurus undulatus (True, 1892)",Heliosciurus undulatus,"(True, 1892) ",Sciuridae
"Hesperopetes blacki Emry & Korth, 2007",Hesperopetes blacki,"Emry & Korth, 2007",Sciuridae
"Hesperopetes jamesi Emry & Korth, 2007",Hesperopetes jamesi,"Emry & Korth, 2007",Sciuridae
"Hesperopetes thoringtoni Emry & Korth, 2007",Hesperopetes thoringtoni,"Emry & Korth, 2007",Sciuridae
"Heteroxerus grivensis Major, 1893",Heteroxerus grivensis,"Major, 1893",Sciuridae
"Hylopetes alboniger (Hodgson, 1836)",Hylopetes alboniger,"(Hodgson, 1836) ",Sciuridae
"Hylopetes bartelsi (Chasen, 1939)",Hylopetes bartelsi,"(Chasen, 1939) ",Sciuridae
"Hylopetes hoeckarum de Bruijn, 1988",Hylopetes hoeckarum,"de Bruijn, 1988",Sciuridae
"Hylopetes nigripes (Thomas, 1893)",Hylopetes nigripes,"(Thomas, 1893) ",Sciuridae
"Hylopetes phayrei (Blyth, 1859)",Hylopetes phayrei,"(Blyth, 1859) ",Sciuridae
"Hylopetes platyurus (Jentink, 1890)",Hylopetes platyurus,"(Jentink, 1890) ",Sciuridae
"Hylopetes sagitta (Linnaeus, 1766)",Hylopetes sagitta,"(Linnaeus, 1766) ",Sciuridae
"Hylopetes sipora Chasen, 1940",Hylopetes sipora,"Chasen, 1940",Sciuridae
"Hylopetes spadiceus (Blyth, 1847)",Hylopetes spadiceus,"(Blyth, 1847) ",Sciuridae
"Hylopetes winstoni (Sody, 1949)",Hylopetes winstoni,"(Sody, 1949) ",Sciuridae
"Hyosciurus heinrich Archbold & Tate, 1935",Hyosciurus heinrich,"Archbold & Tate, 1935",Sciuridae
"Hyosciurus heinrichi Archbold & Tate, 1935",Hyosciurus heinrichi,"Archbold & Tate, 1935",Sciuridae
"Hyosciurus ileile Tate & Archbold, 1936",Hyosciurus ileile,"Tate & Archbold, 1936",Sciuridae
"Ictidomys mexicanus (Erxleben, 1777)",Ictidomys mexicanus,"(Erxleben, 1777) ",Sciuridae
"Ictidomys parvidens (Mearns, 1896)",Ictidomys parvidens,"(Mearns, 1896) ",Sciuridae
"Ictidomys tridecemlineatus (Mitchill, 1821)",Ictidomys tridecemlineatus,"(Mitchill, 1821) ",Sciuridae
"Iomys horsfieldii (Waterhouse, 1838)",Iomys horsfieldii,"(Waterhouse, 1838) ",Sciuridae
"Iomys sipora Chasen & Kloss, 1928",Iomys sipora,"Chasen & Kloss, 1928",Sciuridae
"Kherem asiatica Wang & Dashzeveg, 2005",Kherem asiatica,"Wang & Dashzeveg, 2005",Sciuridae
"Kherem hsandgoliensis Minjin, 2004",Kherem hsandgoliensis,"Minjin, 2004",Sciuridae
"Lariscus hosei (Thomas, 1892)",Lariscus hosei,"(Thomas, 1892) ",Sciuridae
"Lariscus insignis (F.Cuvier, 1821)",Lariscus insignis,"(F.Cuvier, 1821) ",Sciuridae
"Lariscus niobe (Thomas, 1898)",Lariscus niobe,"(Thomas, 1898) ",Sciuridae
"Lariscus obscurus (Miller, 1903)",Lariscus obscurus,"(Miller, 1903) ",Sciuridae
"Arctomys cliftoni Thomas, 1902",Arctomys cliftoni,"Thomas, 1902",Sciuridae
"Arctomys littledalei Thomas, 1909",Arctomys littledalei,"Thomas, 1909",Sciuridae
"Arctomys menzbieri Kaškarov, 1925",Arctomys menzbieri,"Kaškarov, 1925",Sciuridae
"Marmota baibacina Kastschenko, 1899",Marmota baibacina,"Kastschenko, 1899",Sciuridae
"Marmota bobak (Müller, 1776)",Marmota bobak,"(Müller, 1776) ",Sciuridae
"Marmota broweri Hall & Gilmore, 1934",Marmota broweri,"Hall & Gilmore, 1934",Sciuridae
"Marmota caligata (Eschscholtz, 1829)",Marmota caligata,"(Eschscholtz, 1829) ",Sciuridae
"Marmota camischatica (Pallas, 1811)",Marmota camischatica,"(Pallas, 1811) ",Sciuridae
"Marmota camtschatica (Pallas, 1811)",Marmota camtschatica,"(Pallas, 1811) ",Sciuridae
"Marmota caudata (Geoffroy, 1844)",Marmota caudata,"(Geoffroy, 1844) ",Sciuridae
"Marmota flaviventris (Audubon & Bachman, 1841)",Marmota flaviventris,"(Audubon & Bachman, 1841) ",Sciuridae
"Marmota himalayana (Hodgson, 1841)",Marmota himalayana,"(Hodgson, 1841) ",Sciuridae
"Marmota kastschenkoi Stroganov & Yudin, 1956",Marmota kastschenkoi,"Stroganov & Yudin, 1956",Sciuridae
"Marmota kastschenkot Stroganov & Yudin, 1956",Marmota kastschenkot,"Stroganov & Yudin, 1956",Sciuridae
"Marmota marmota (Linnaeus, 1758)",Marmota marmota,"(Linnaeus, 1758) ",Sciuridae
"Marmota menzbieri (Kashkarov, 1925)",Marmota menzbieri,"(Kashkarov, 1925) ",Sciuridae
"Marmota monax (Linnaeus, 1758)",Marmota monax,"(Linnaeus, 1758) ",Sciuridae
"Marmota olympus (Merriam, 1898)",Marmota olympus,"(Merriam, 1898) ",Sciuridae
"Marmota sibirica (Radde, 1862)",Marmota sibirica,"(Radde, 1862) ",Sciuridae
"Marmota vancouverensis Swarth, 1911",Marmota vancouverensis,"Swarth, 1911",Sciuridae
"Arctomys minor (Kellogg, 1910)",Arctomys minor,"(Kellogg, 1910) ",Sciuridae
"Arctomys nevadensis (Kellogg, 1910)",Arctomys nevadensis,"(Kellogg, 1910) ",Sciuridae
"Arctomys vetus (Marsh, 1871)",Arctomys vetus,"(Marsh, 1871) ",Sciuridae
"Lagomys sardus Holl, 1829",Lagomys sardus,"Holl, 1829",Sciuridae
"Marmota arizonae Hay, 1921",Marmota arizonae,"Hay, 1921",Sciuridae
"Marmota korthi Kelly, 2000",Marmota korthi,"Kelly, 2000",Sciuridae
"Stereodectes tortus (Cope, 1869)",Stereodectes tortus,"(Cope, 1869) ",Sciuridae
"Menetes berdmorei (Blyth, 1849)",Menetes berdmorei,"(Blyth, 1849) ",Sciuridae
"Menetes berdmorer (Blyth, 1849)",Menetes berdmorer,"(Blyth, 1849) ",Sciuridae
"Microsciurus alfari (J.A.Allen, 1895)",Microsciurus alfari,"(J.A.Allen, 1895) ",Sciuridae
"Microsciurus flaviventer (Gray, 1867)",Microsciurus flaviventer,"(Gray, 1867) ",Sciuridae
"Microsciurus manarius Thomas, 1920",Microsciurus manarius,"Thomas, 1920",Sciuridae
"Microsciurus mimulus (Thomas, 1898)",Microsciurus mimulus,"(Thomas, 1898) ",Sciuridae
"Microsciurus santanderensis (Hernández-Camacho, 1957)",Microsciurus santanderensis,"(Hernández-Camacho, 1957) ",Sciuridae
"Miopetaurista albanensis Major, 1893",Miopetaurista albanensis,"Major, 1893",Sciuridae
"Miopetaurista crusafonti Mein, 1970",Miopetaurista crusafonti,"Mein, 1970",Sciuridae
"Miopetaurista dehmi de Bruijn et al., 1980",Miopetaurista dehmi,"de Bruijn et al., 1980",Sciuridae
"Miopetaurista diescalidus Daams, 1977",Miopetaurista diescalidus,"Daams, 1977",Sciuridae
"Miopetaurista gaillardi Mein, 1970",Miopetaurista gaillardi,"Mein, 1970",Sciuridae
"Miopetaurista lappi Mein, 1958",Miopetaurista lappi,"Mein, 1958",Sciuridae
"Miopetaurista neogrivensis Mein, 1970",Miopetaurista neogrivensis,"Mein, 1970",Sciuridae
"Miopetaurista thaleri Mein, 1970",Miopetaurista thaleri,"Mein, 1970",Sciuridae
"Miopetaurista tobieni Mein, 1970",Miopetaurista tobieni,"Mein, 1970",Sciuridae
"Sciurus gibberosus (Hofmann, 1893)",Sciurus gibberosus,"(Hofmann, 1893) ",Sciuridae
"Sciurus ballovianus (Cope, 1881)",Sciurus ballovianus,"(Cope, 1881) ",Sciuridae
"Miospermophilus lavertyi Dalquest et al., 1996",Miospermophilus lavertyi,"Dalquest et al., 1996",Sciuridae
"Miospermophilus wyomingensis Black, 1963",Miospermophilus wyomingensis,"Black, 1963",Sciuridae
"Palaearctomys bryanti (Wilson, 1960)",Palaearctomys bryanti,"(Wilson, 1960) ",Sciuridae
"Myosciurus pumalio (Le Conte, 1857)",Myosciurus pumalio,"(Le Conte, 1857) ",Sciuridae
"Myosciurus pumilio (Le Conte, 1857)",Myosciurus pumilio,"(Le Conte, 1857) ",Sciuridae
"Nannosciurus melanotis (Müller, 1840)",Nannosciurus melanotis,"(Müller, 1840) ",Sciuridae
"Eutamias canipes (Fleharty, 1960)",Eutamias canipes,"(Fleharty, 1960) ",Sciuridae
"Eutamias malloryi (Martin, 1998)",Eutamias malloryi,"(Martin, 1998) ",Sciuridae
"Eutamias ochrogenys (Sutton & Nadler, 1974)",Eutamias ochrogenys,"(Sutton & Nadler, 1974) ",Sciuridae
"Eutamias siskiyou (Sutton & Nadler, 1974)",Eutamias siskiyou,"(Sutton & Nadler, 1974) ",Sciuridae
"Neotamias ruficaudus (A.H.Howell, 1920)",Neotamias ruficaudus,"(A.H.Howell, 1920) ",Sciuridae
"Tamias rufus (Patterson, 1984)",Tamias rufus,"(Patterson, 1984) ",Sciuridae
"Notocitellus adocetus (Merriam, 1903)",Notocitellus adocetus,"(Merriam, 1903) ",Sciuridae
"Notocitellus annulatus (Audubon & Bachman, 1842)",Notocitellus annulatus,"(Audubon & Bachman, 1842) ",Sciuridae
Notosciurus granatensis,Notosciurus granatensis,,Sciuridae
"Nototamias hulberti Pratt & Morgan, 1989",Nototamias hulberti,"Pratt & Morgan, 1989",Sciuridae
"Nototamias quadratus Korth, 1992",Nototamias quadratus,"Korth, 1992",Sciuridae
"Oligosciurus dangheensis Wang & Qiu, 2004",Oligosciurus dangheensis,"Wang & Qiu, 2004",Sciuridae
"Protosciurus douglassi (Korth, 1981)",Protosciurus douglassi,"(Korth, 1981) ",Sciuridae
"Citellus bensoni (Gidley, 1922)",Citellus bensoni,"(Gidley, 1922) ",Sciuridae
"Citellus gidleyi (Merriam et al., 1925)",Citellus gidleyi,"(Merriam et al., 1925) ",Sciuridae
"Otospermophilus argonautus (Stirton & Goeriz, 1942)",Otospermophilus argonautus,"(Stirton & Goeriz, 1942) ",Sciuridae
"Otospermophilus atricapillus (Bryant, 1889)",Otospermophilus atricapillus,"(Bryant, 1889) ",Sciuridae
"Otospermophilus beecheyi (Richardson, 1829)",Otospermophilus beecheyi,"(Richardson, 1829) ",Sciuridae
"Otospermophilus variegatus (Erxleben, 1777)",Otospermophilus variegatus,"(Erxleben, 1777) ",Sciuridae
"Marmota mexicana (Wilson, 1949)",Marmota mexicana,"(Wilson, 1949) ",Sciuridae
"Marmota sawrockensis (Hibbard, 1964)",Marmota sawrockensis,"(Hibbard, 1964) ",Sciuridae
"Paenemarmota barbouri Hibbard & Schultz, 1948",Paenemarmota barbouri,"Hibbard & Schultz, 1948",Sciuridae
"Palaearctomys macrorhinus Douglass, 1903",Palaearctomys macrorhinus,"Douglass, 1903",Sciuridae
"Palaearctomys montanus Douglass, 1903",Palaearctomys montanus,"Douglass, 1903",Sciuridae
"Palaeosciurus feignouxi Pomel, 1953",Palaeosciurus feignouxi,"Pomel, 1953",Sciuridae
"Palaeosciurus goti Vianey-Liaud, 1974",Palaeosciurus goti,"Vianey-Liaud, 1974",Sciuridae
"Palaeosciurus sutteri Ziegler & Fahlbusch, 1986",Palaeosciurus sutteri,"Ziegler & Fahlbusch, 1986",Sciuridae
"Citellus pattersoni (Wilson, 1949)",Citellus pattersoni,"(Wilson, 1949) ",Sciuridae
"Marmota oregonensis (Shotwell, 1956)",Marmota oregonensis,"(Shotwell, 1956) ",Sciuridae
"Paratamias tarassus Tedrow et al., 2001",Paratamias tarassus,"Tedrow et al., 2001",Sciuridae
"Paraxerus alexandri (Thomas & Wroughton, 1907)",Paraxerus alexandri,"(Thomas & Wroughton, 1907) ",Sciuridae
"Paraxerus boehmi (Reichenow, 1886)",Paraxerus boehmi,"(Reichenow, 1886) ",Sciuridae
"Paraxerus cepapi (A.Smith, 1836)",Paraxerus cepapi,"(A.Smith, 1836) ",Sciuridae
"Paraxerus cooperi Hayman, 1950",Paraxerus cooperi,"Hayman, 1950",Sciuridae
"Paraxerus flavivittis (Peters, 1852)",Paraxerus flavivittis,"(Peters, 1852) ",Sciuridae
"Paraxerus flavouvittis (Peters, 1852)",Paraxerus flavouvittis,"(Peters, 1852) ",Sciuridae
"Paraxerus flavovittis (Peters, 1852)",Paraxerus flavovittis,"(Peters, 1852) ",Sciuridae
Paraxerus inuus,Paraxerus inuus,,Sciuridae
"Paraxerus lucifer (Thomas, 1897)",Paraxerus lucifer,"(Thomas, 1897) ",Sciuridae
"Paraxerus ochraceus (Huet, 1880)",Paraxerus ochraceus,"(Huet, 1880) ",Sciuridae
"Paraxerus palliatus (Peters, 1852)",Paraxerus palliatus,"(Peters, 1852) ",Sciuridae
"Paraxerus poensis (A.Smith, 1830)",Paraxerus poensis,"(A.Smith, 1830) ",Sciuridae
"Paraxerus vexillarius (Kershaw, 1923)",Paraxerus vexillarius,"(Kershaw, 1923) ",Sciuridae
"Paraxerus vincent Hayman, 1950",Paraxerus vincent,"Hayman, 1950",Sciuridae
"Paraxerus vincenti Hayman, 1950",Paraxerus vincenti,"Hayman, 1950",Sciuridae
"Petaurillus emiliae Thomas, 1908",Petaurillus emiliae,"Thomas, 1908",Sciuridae
"Petaurillus hosei (Thomas, 1900)",Petaurillus hosei,"(Thomas, 1900) ",Sciuridae
"Petaurillus kinlochii (Robinson & Kloss, 1911)",Petaurillus kinlochii,"(Robinson & Kloss, 1911) ",Sciuridae
"Petaurista alborufus (Milne-Edwards, 1870)",Petaurista alborufus,"(Milne-Edwards, 1870) ",Sciuridae
"Petaurista batuana Miller, 1903",Petaurista batuana,"Miller, 1903",Sciuridae
"Petaurista caniceps (Gray, 1842)",Petaurista caniceps,"(Gray, 1842) ",Sciuridae
"Petaurista elegans (Müller, 1840)",Petaurista elegans,"(Müller, 1840) ",Sciuridae
"Petaurista elegans (Temminck, 1836)",Petaurista elegans,"(Temminck, 1836) ",Sciuridae
"Petaurista hainana G.M.Allen, 1925",Petaurista hainana,"G.M.Allen, 1925",Sciuridae
"Petaurista lena Thomas, 1907",Petaurista lena,"Thomas, 1907",Sciuridae
"Petaurista leucogenys (Temminck, 1827)",Petaurista leucogenys,"(Temminck, 1827) ",Sciuridae
"Petaurista magnifiais (Hodgson, 1836)",Petaurista magnifiais,"(Hodgson, 1836) ",Sciuridae
"Petaurista magnificus (Hodgson, 1836)",Petaurista magnificus,"(Hodgson, 1836) ",Sciuridae
"Petaurista mechukaensis Choudhury, 2007",Petaurista mechukaensis,"Choudhury, 2007",Sciuridae
"Petaurista mishmiensis Choudhury, 2009",Petaurista mishmiensis,"Choudhury, 2009",Sciuridae
"Petaurista nobilis (Gray, 1842)",Petaurista nobilis,"(Gray, 1842) ",Sciuridae
"Petaurista petaurista (Pallas, 1766)",Petaurista petaurista,"(Pallas, 1766) ",Sciuridae
"Petaurista philippensis (Elliot, 1839)",Petaurista philippensis,"(Elliot, 1839) ",Sciuridae
"Petaurista siangensis Choudhury, 2013",Petaurista siangensis,"Choudhury, 2013",Sciuridae
"Petaurista xanthotis (Milne-Edwards, 1872)",Petaurista xanthotis,"(Milne-Edwards, 1872) ",Sciuridae
"Petauristodon pattersoni Pratt & Morgan, 1989",Petauristodon pattersoni,"Pratt & Morgan, 1989",Sciuridae
"Sciuropterus jamesi (Lindsay, 1972)",Sciuropterus jamesi,"(Lindsay, 1972) ",Sciuridae
"Sciuropterus mathewsi (James, 1963)",Sciuropterus mathewsi,"(James, 1963) ",Sciuridae
"Sciuropterus minimus (Lindsay, 1972)",Sciuropterus minimus,"(Lindsay, 1972) ",Sciuridae
"Sciuropterus uphami (James, 1963)",Sciuropterus uphami,"(James, 1963) ",Sciuridae
"Petinomys crinitus (Hollister, 1911)",Petinomys crinitus,"(Hollister, 1911) ",Sciuridae
"Petinomys fuscocapillus (Jerdon, 1847)",Petinomys fuscocapillus,"(Jerdon, 1847) ",Sciuridae
"Petinomys genibarbis (Horsfield, 1822)",Petinomys genibarbis,"(Horsfield, 1822) ",Sciuridae
"Petinomys hageni (Jentink, 1888)",Petinomys hageni,"(Jentink, 1888) ",Sciuridae
"Petinomys lugens (Thomas, 1895)",Petinomys lugens,"(Thomas, 1895) ",Sciuridae
